cf_timestamp_ms,host_monotonic_s,motion.outlierCount,motion.motion,motion.std
74131,1867.750429,0,176,2.0
74151,1867.770427,0,176,2.0
74171,1867.790454,0,48,2.0
74191,1867.810441,0,176,2.0
74211,1867.830437,0,176,2.0
74231,1867.850434,0,176,2.0
74251,1867.870426,0,176,2.0
74271,1867.890433,0,176,2.0
74291,1867.910438,0,176,2.0
74311,1867.930430,0,48,2.0
74331,1867.950429,0,176,2.0
74351,1867.970424,0,176,2.0
74371,1867.990423,0,48,2.0
74391,1868.010426,0,176,2.0
74411,1868.030424,0,176,2.0
74431,1868.050422,0,176,2.0
74451,1868.070419,0,176,2.0
74471,1868.090431,0,48,2.0
74491,1868.110417,0,176,2.0
74511,1868.130439,0,176,2.0
74531,1868.150417,0,176,2.0
74551,1868.170420,0,176,2.0
74571,1868.190419,0,176,2.0
74591,1868.210443,0,176,2.0
74611,1868.230418,0,176,2.0
74631,1868.250416,0,176,2.0
74651,1868.270416,0,176,2.0
74671,1868.289417,0,48,2.0
74691,1868.309416,0,48,2.0
74711,1868.329414,0,176,2.0
74731,1868.349415,0,176,2.0
74751,1868.369412,0,176,2.0
74771,1868.389413,0,176,2.0
74791,1868.409419,0,176,2.0
74811,1868.429414,0,176,2.0
74831,1868.449414,0,176,2.0
74851,1868.469412,0,176,2.0
74871,1868.489414,0,176,2.0
74891,1868.509419,0,176,2.0
74911,1868.529431,0,176,2.0
74931,1868.549408,0,48,2.0
74951,1868.569411,0,176,2.0
74971,1868.589414,0,176,2.0
74991,1868.609451,0,176,2.0
75011,1868.629415,0,176,2.0
75031,1868.649413,0,176,2.0
75051,1868.669412,0,176,2.0
75071,1868.689415,0,176,2.0
75091,1868.709445,0,176,2.0
75111,1868.729411,0,176,2.0
75131,1868.749411,0,176,2.0
75151,1868.769409,0,176,2.0
75171,1868.789407,0,176,2.0
75191,1868.809445,0,48,2.0
75211,1868.829414,0,48,2.0
75231,1868.849408,0,176,2.0
75251,1868.869408,0,48,2.0
75271,1868.889408,0,48,2.0
75291,1868.909448,0,48,2.0
75311,1868.929426,0,176,2.0
75331,1868.949409,0,176,2.0
75351,1868.969401,0,176,2.0
75371,1868.989402,0,176,2.0
75391,1869.009436,0,176,2.0
75411,1869.029410,0,48,2.0
75431,1869.049401,0,176,2.0
75451,1869.069398,0,48,2.0
75471,1869.089399,0,176,2.0
75491,1869.109440,0,48,2.0
75511,1869.129399,0,176,2.0
75531,1869.149401,0,176,2.0
75551,1869.169397,0,48,2.0
75571,1869.189396,0,176,2.0
75591,1869.209395,0,176,2.0
75611,1869.229394,0,176,2.0
75631,1869.248974,0,176,2.0
75651,1869.268974,0,176,2.0
75671,1869.288977,0,176,2.0
75691,1869.308974,0,48,2.0
75711,1869.328980,0,176,2.0
75731,1869.349973,0,48,2.0
75751,1869.368972,0,176,2.0
75771,1869.388969,0,48,2.0
75791,1869.408968,0,176,2.0
75811,1869.428967,0,176,2.0
75831,1869.449390,0,176,2.0
75851,1869.469387,0,176,2.0
75871,1869.489386,0,48,2.0
75891,1869.509388,0,176,2.0
75911,1869.529406,0,176,2.0
75931,1869.549413,0,176,2.0
75951,1869.568389,0,176,2.0
75971,1869.588389,0,176,2.0
75991,1869.608393,0,48,2.0
76011,1869.628383,0,176,2.0
76031,1869.648380,0,176,2.0
76051,1869.668384,0,176,2.0
76071,1869.688386,0,48,2.0
76091,1869.708397,0,176,2.0
76111,1869.728387,0,48,2.0
76131,1869.748391,0,48,2.0
76151,1869.768385,0,176,2.0
76171,1869.788387,0,48,2.0
76191,1869.808421,0,176,2.0
76211,1869.828384,0,176,2.0
76231,1869.848389,0,176,2.0
76251,1869.868385,0,176,2.0
76271,1869.888383,0,176,2.0
76291,1869.908415,0,176,2.0
76311,1869.928331,0,176,2.0
76331,1869.948365,0,176,2.0
76351,1869.968374,0,176,2.0
76371,1869.988380,0,176,2.0
76391,1870.008423,0,176,2.0
76411,1870.028382,0,176,2.0
76431,1870.048381,0,176,2.0
76451,1870.068377,0,176,2.0
76471,1870.088379,0,176,2.0
76491,1870.108418,0,176,2.0
76511,1870.128379,0,176,2.0
76531,1870.148370,0,176,2.0
76551,1870.168376,0,176,2.0
76571,1870.188374,0,176,2.0
76591,1870.208374,0,48,2.0
76611,1870.228373,0,48,2.0
76631,1870.248371,0,176,2.0
76651,1870.268368,0,176,2.0
76671,1870.288375,0,176,2.0
76691,1870.308381,0,176,2.0
76711,1870.328367,0,176,2.0
76731,1870.348376,0,176,2.0
76751,1870.368369,0,176,2.0
76771,1870.388371,0,48,2.0
76791,1870.408369,0,48,2.0
76811,1870.428368,0,176,2.0
76831,1870.448364,0,176,2.0
76851,1870.468363,0,176,2.0
76871,1870.488368,0,48,2.0
76891,1870.508371,0,176,2.0
76911,1870.528369,0,48,2.0
76931,1870.548366,0,48,2.0
76951,1870.568321,0,176,2.0
76971,1870.588319,0,48,2.0
76991,1870.608340,0,176,2.0
77011,1870.628335,0,176,2.0
77031,1870.648332,0,176,2.0
77051,1870.668331,0,176,2.0
77071,1870.688334,0,176,2.0
77091,1870.708334,0,176,2.0
77111,1870.728331,0,176,2.0
